"date","loc","Temp_0m_degC","Temp_0p1m_degC","Temp_0p5m_degC","Temp_1m_degC","Temp_1p5m_degC","Temp_1p9m_degC","Temp_2m_degC","Temp_2p5m_degC","Temp_3m_degC","Temp_3p5m_degC","Temp_4m_degC","Temp_4p5m_degC","Temp_5m_degC","Temp_5p5m_degC","Temp_6m_degC","Temp_6p5m_degC","Temp_7m_degC","Temp_7p5m_degC","Temp_8m_degC","Temp_8p3m_degC","Temp_8p5m_degC","Temp_8p7m_degC","Temp_9m_degC","Temp_9p17m_degC","Temp_9p5m_degC","Temp_10m_degC","Temp_10p5m_degC","Temp_11m_degC","Temp_11p5m_degC","Temp_12m_degC","Temp_12p5m_degC","Temp_13m_degC","Temp_13p5m_degC","Temp_14m_degC","Temp_14p5m_degC","Temp_15m_degC","Temp_15p5m_degC","Temp_16m_degC","Temp_16p5m_degC","Temp_17m_degC","Temp_17p5m_degC","Temp_18m_degC","Temp_18p5m_degC","Temp_19m_degC","Temp_19p2m_degC","Temp_19p5m_degC","Temp_20m_degC","Temp_20p5m_degC","Temp_21m_degC","Temp_21p5m_degC","Temp_21p9m_degC","Temp_22m_degC","Temp_22p5m_degC","Temp_23m_degC","Temp_23p5m_degC","Temp_24m_degC","Temp_24p5m_degC","Temp_25m_degC","Temp_25p5m_degC","Temp_26m_degC","Temp_26p5m_degC","Temp_27m_degC","Temp_27p5m_degC","Temp_28m_degC","Temp_28p5m_degC","Temp_29m_degC","Temp_29p5m_degC","Temp_30m_degC","Temp_31m_degC","Temp_32m_degC","Temp_33m_degC","datasource"
1986-07-03,"200",NA,NA,18.1,18.1,NA,NA,NA,NA,NA,NA,NA,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1986-07-03,"210",18.2,NA,18.2,NA,NA,NA,18.2,NA,NA,NA,NA,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,NA,NA,NA,NA,NA,17.1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1986-07-03,"230",NA,NA,18,18,NA,NA,NA,NA,18,NA,NA,NA,18,NA,NA,NA,18,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,16.8,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1986-08-03,"200",NA,23.5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,22,NA,NA,21.5,NA,NA,19,NA,18,NA,NA,16.5,NA,14.5,NA,11.5,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1986-08-03,"210",NA,24,23,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,21,NA,20,NA,19,NA,NA,NA,NA,16.5,NA,15.5,NA,13.5,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1986-08-03,"230",NA,23,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,25.5,NA,NA,NA,NA,NA,24,NA,22.5,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1986-08-06,"200",NA,23.2,NA,23.2,NA,NA,23,NA,22.9,NA,22.2,NA,21.8,NA,21.1,NA,20,NA,19,NA,NA,NA,18,NA,NA,17,NA,14.7,NA,12.8,NA,11.2,NA,11,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"woody"
1986-08-06,"200",NA,23.2,NA,23.2,NA,NA,23,NA,22.9,NA,22.2,NA,21.8,NA,21.1,NA,20,NA,19,NA,NA,NA,18,NA,NA,17,NA,14.7,NA,12.8,NA,11.2,NA,11,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"woody"
1986-08-06,"210",NA,22.4,NA,22.3,NA,NA,22.2,NA,22,NA,22,NA,22,NA,21.5,NA,20.7,NA,18.7,NA,NA,NA,17.2,NA,NA,15.9,NA,14.2,NA,12.5,NA,11.5,NA,10.8,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,"woody"
1986-08-06,"230",NA,22.3,NA,22.3,NA,NA,22.2,NA,22.2,NA,22.1,NA,21.7,NA,21,NA,20,NA,19.2,NA,NA,NA,18.4,NA,NA,17.8,NA,16.9,NA,15.8,NA,14.3,NA,12,NA,10.9,NA,10.2,NA,NA,NA,9.6,NA,NA,NA,NA,9.2,NA,NA,NA,NA,9.1,NA,NA,NA,9.1,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"woody"
1986-09-02,"200",NA,20.5,20.3,20.1,NA,NA,19.8,NA,19.5,NA,19,NA,18.9,NA,18.8,NA,18.5,NA,18.5,NA,NA,NA,18.5,NA,NA,18.2,NA,18,15.1,14.8,13.4,12.5,12,12,NA,11.4,NA,11.1,NA,11,NA,10.9,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1986-09-02,"210",NA,20,19,19.5,NA,NA,19.5,NA,19,NA,19,NA,19,NA,19,NA,19,NA,19,NA,NA,NA,18.5,NA,NA,18.5,NA,18,16,15,14,13,NA,12,NA,11.5,NA,11,NA,10.5,NA,10,NA,10,NA,NA,NA,NA,10,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1986-09-02,"230",NA,19,19,19,NA,NA,19,NA,18.8,NA,18.8,NA,18.8,NA,18.8,NA,18.7,NA,18.5,NA,NA,NA,18.5,NA,NA,18.2,NA,18.2,NA,18.2,NA,18,16.5,14.7,12,11,10.5,10.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1987-05-29,"200",NA,19,19,18,NA,NA,16.5,15,15,NA,15,13,13,NA,12.5,NA,12,NA,11,NA,NA,NA,10,NA,NA,9,NA,8,NA,8,NA,8,NA,8,NA,8,NA,8,NA,8,NA,7.8,NA,7.5,NA,NA,7.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1987-05-29,"210",NA,19.5,19,18,NA,NA,16.5,16,16,NA,15,NA,14.8,14,13.5,NA,13,NA,12.5,NA,NA,NA,11,NA,NA,10.5,NA,10,NA,9.5,NA,9,NA,9,NA,9,NA,9,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1987-05-29,"230",NA,16,15.5,15,NA,NA,15,NA,15,NA,14.5,NA,14,14,14,12,11.5,11.5,11,NA,NA,NA,11,NA,NA,10.8,NA,10.5,NA,10.5,NA,10,NA,10,NA,9.5,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1987-07-01,"200",NA,20,20,20,NA,NA,20,20,20,NA,20,NA,20,NA,20,NA,20,20,19,NA,15,NA,14,NA,13,12,11.5,11,11,10.5,10,10,NA,10,NA,9.5,NA,9.5,NA,9.5,NA,9.5,NA,9.5,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1987-07-01,"210",NA,21,22,21.5,NA,NA,23,23,23,23,23,23,23,23,23,23,22,22,21,NA,20,NA,18,NA,16,15.5,14.5,14,13,13,NA,12.5,NA,12,NA,11,NA,11,NA,11,NA,10.5,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1987-08-11,"200",NA,21.5,21.4,21.4,NA,NA,21.4,NA,21.4,NA,21.4,NA,21.4,NA,21.2,NA,21.2,NA,21.2,NA,20,NA,18.5,NA,15.5,13.5,12.3,11.2,11.2,11.2,10.8,10.8,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1987-08-11,"210",NA,21.3,21,21.5,NA,NA,21.3,NA,21.3,NA,21.3,NA,21.3,NA,21.2,NA,21.2,NA,17.5,NA,16.5,NA,15,NA,14.1,13,12,11.5,10.8,10.2,NA,9.8,NA,9.2,NA,9.1,NA,8.9,NA,8.8,NA,8.5,NA,8.3,NA,NA,8.2,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1987-08-11,"230",NA,21,21,21,NA,NA,21,NA,21,NA,21,NA,21,NA,NA,NA,21,NA,21,NA,NA,NA,NA,NA,NA,NA,21,18,17.5,18,17.8,17.5,17.5,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1987-09-03,"200",NA,18,NA,18,NA,NA,18,NA,18,NA,NA,NA,18,NA,NA,NA,18,NA,18,NA,NA,NA,18,NA,NA,18,17.5,12,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1987-09-03,"210",NA,17.5,NA,18,NA,NA,18,NA,18,NA,NA,NA,18,NA,NA,NA,18,NA,18,NA,NA,NA,18,NA,NA,18,15,13,12,11.5,11,10.5,NA,10,NA,9.5,NA,9.5,NA,NA,NA,9,NA,8.5,NA,NA,8.5,NA,8.5,NA,NA,8,NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1987-09-03,"230",NA,18,NA,18,NA,NA,18,NA,18,NA,NA,NA,18,NA,NA,NA,18,NA,18,NA,NA,NA,18,NA,NA,18,17.3,16,14,13.3,12.5,12.3,NA,11,NA,10,NA,9.8,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1989-03-16,"230",NA,2,3.5,4.2,NA,NA,4.2,NA,4.2,NA,4.1,NA,4.1,NA,4.1,NA,4.1,NA,4,NA,NA,NA,3.9,NA,NA,3.9,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1989-05-24,"210",NA,14.8,14.7,14.7,NA,NA,14.6,NA,14.5,NA,14.3,NA,14.3,14,12.2,11,9.4,8.9,8.8,NA,NA,NA,8.6,NA,NA,8.5,NA,8.4,NA,8.3,NA,7.9,7.9,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1989-05-28,"210",NA,21.8,21.9,21.8,NA,NA,21.7,21.3,18.8,18.3,17.3,16.8,16.6,16.1,15.8,NA,15.1,NA,13.9,NA,NA,NA,12.1,NA,NA,11.1,NA,10.5,NA,10,NA,9.5,NA,9.1,NA,8.9,NA,8.7,NA,8.6,NA,8.5,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1989-06-25,"210",NA,24.4,24.3,24,NA,NA,23.6,NA,23.2,NA,22.1,NA,21.3,20.5,20.2,19.4,17.5,16.3,15.3,NA,14.6,NA,13,NA,12.3,12,11.4,10.8,NA,10.2,NA,9.7,NA,9.3,NA,9.2,NA,8.8,NA,8.7,NA,8.7,NA,8.6,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1989-06-28,"200",NA,23.3,23.4,23.4,NA,NA,23.3,NA,23,22.9,21.5,17.6,16.4,16,15.5,15.3,14.9,NA,14.2,NA,NA,NA,13,NA,NA,10.9,NA,10.2,NA,9.8,NA,9.3,NA,9.1,NA,9,NA,8.9,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1989-06-28,"230",NA,22.8,22.8,22.8,22.8,NA,22.8,NA,22.7,22.6,18.2,17,16.4,16,15.7,NA,15,NA,14.4,NA,NA,NA,13.7,NA,NA,13.3,NA,13,NA,11.9,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1989-07-25,"200",NA,23.6,23.5,23.5,NA,NA,23.3,NA,23.2,NA,23,NA,22.2,20.8,20.4,19,18.1,16.1,15.3,NA,NA,NA,13.6,NA,NA,12,NA,11,NA,10.1,NA,9.7,NA,9.4,NA,9.2,NA,9.2,NA,9.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1989-07-25,"230",NA,24.8,24.5,24.3,NA,NA,23.9,NA,23.7,NA,23.4,22.8,22.1,21.1,20.5,19.2,17.5,16.3,15.4,NA,NA,NA,14.2,NA,NA,13.4,NA,12.8,NA,12.4,NA,11.2,NA,10.7,NA,10.2,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1989-08-30,"200",NA,20.1,19.9,19.8,NA,NA,19.8,NA,19.8,NA,19.8,NA,19.8,NA,19.7,NA,19.5,19.1,18.4,NA,16.6,NA,15.1,NA,13,12,11.4,10.7,10.4,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1989-08-30,"210",NA,20.1,20.1,20,NA,NA,20,NA,19.8,NA,19.6,NA,19.5,NA,19.4,NA,19.5,NA,19.2,NA,17.3,NA,15.1,NA,13.1,12,11.3,11.1,10.5,10.1,NA,9.5,NA,9.1,NA,8.7,NA,8.4,NA,8.4,NA,8.3,NA,8,NA,NA,8,NA,7.9,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1989-08-30,"230",NA,20,20,19.9,NA,NA,19.9,NA,19.8,NA,19.8,NA,19.8,NA,19.4,NA,19.1,NA,19.1,NA,18.9,NA,18.9,NA,18.9,15.7,14.9,14,13.6,13.3,12.3,11.9,NA,10.6,NA,10.2,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1990-06-21,"200",NA,21.9,21.9,21.9,NA,NA,21.9,NA,21,NA,20.1,19,18.3,17.5,16.7,16.3,16.1,15.8,15.3,NA,14.8,NA,14.5,NA,NA,14.1,NA,13.5,NA,13.1,NA,12.8,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1990-06-21,"210",NA,21.4,21.4,21.4,NA,NA,21.4,NA,21.3,NA,21,19.4,18,17.2,16.9,16.7,16.5,15.9,15.7,NA,15.3,NA,14.8,NA,14.4,14.1,13.9,13.6,NA,13.4,NA,12.9,NA,12.7,NA,12.2,NA,12,NA,11.8,NA,11.7,NA,11.6,NA,NA,11.4,NA,11.3,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1990-06-21,"230",NA,19.7,19.7,19.7,NA,NA,19.7,NA,19.1,NA,18.4,17.3,17,16.8,16.5,16.3,15.7,15.4,15.3,NA,15,NA,14.9,NA,14.7,14.6,NA,14,NA,13.6,NA,13.4,NA,13.1,NA,13.1,NA,12.8,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1990-08-28,"200",NA,23.4,23.4,23.3,NA,NA,23.3,NA,23.1,NA,23,NA,22.1,22,21.9,21.8,21.5,21.4,20.1,NA,19,NA,17.5,NA,16.2,15.4,14.5,13.6,13.5,13.4,13,12.8,NA,12.4,NA,12.2,NA,12.1,NA,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1990-08-28,"210",NA,23.1,22.9,22.8,NA,NA,22.5,NA,22.3,NA,22.1,NA,22.1,NA,22.1,NA,21.7,20.5,19.9,NA,18.9,NA,18,NA,16.1,15.2,14.6,14.1,13.5,13.1,12.9,12.5,NA,12.2,NA,11.8,NA,11.6,NA,11.4,NA,11.3,NA,11.2,NA,NA,11.1,NA,10.9,NA,NA,10.8,NA,10.7,NA,10.7,NA,10.6,NA,10.5,NA,10.4,NA,10.4,NA,10.3,10.2,NA,NA,NA,NA,"LMP do temp 2015"
1990-08-28,"230",NA,22.9,22.9,22.9,NA,NA,22.8,NA,22.7,NA,22.7,NA,22.7,22.4,21.7,21.6,21.5,21.3,20.3,NA,20.1,NA,19.1,NA,17.2,16.3,15.8,15.4,15,14.7,NA,14.2,NA,13.2,NA,12.4,NA,12.1,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1990-10-04,"210",NA,17.1,17.1,16.4,NA,NA,16.3,NA,16.2,NA,16.2,NA,16.2,NA,16.1,NA,16.1,NA,16.1,NA,NA,NA,16.1,NA,NA,16.1,NA,16.1,15.5,13.7,12.7,12.2,NA,11.8,NA,11.2,NA,11,NA,10.8,NA,10.6,NA,10.3,NA,NA,10.1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1991-05-28,"200",NA,18.4,18.4,18.3,NA,NA,18.3,NA,18.2,NA,18.1,NA,17.9,NA,17.4,16.4,14.9,13.5,12.2,NA,11,NA,10.5,NA,9.9,9.6,9.4,9.3,NA,8.9,NA,8.7,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1991-05-28,"210",NA,18.3,18.3,18.3,NA,NA,18.1,NA,17.7,NA,17.3,NA,17.2,15.6,14,12.7,12.1,11.6,10.8,NA,10.4,NA,10.1,NA,NA,9.7,NA,9.4,NA,8.9,NA,8.6,NA,8.1,NA,7.9,NA,7.8,NA,7.7,NA,7.6,NA,7.5,NA,NA,7.5,NA,7.4,NA,NA,7.3,NA,7.2,NA,7.1,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1991-05-28,"230",NA,17.7,17.7,17.7,NA,NA,17.7,NA,17.6,NA,17.5,NA,17.4,NA,17.4,17.1,15.6,15.3,12.2,NA,12,NA,11.4,NA,NA,10.4,NA,10.2,NA,10,NA,9.9,NA,9.8,NA,9.6,NA,9.4,NA,9.3,NA,9.3,NA,9.3,NA,NA,9.2,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1991-06-28,"200",NA,22.9,22.9,22.8,NA,NA,22.6,NA,22.4,NA,22.3,NA,22.1,NA,21.8,19.7,19.2,17.9,16.9,NA,15,NA,12.8,NA,12,11.2,10.8,10.5,NA,9.8,NA,9.4,NA,9.1,NA,9,NA,8.9,NA,8.8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1991-06-28,"210",NA,21.9,21.9,21.9,NA,NA,21.8,NA,21.7,NA,21.5,NA,21.4,NA,20.4,19.8,18.1,16.5,14.8,NA,13,NA,12.5,NA,11.7,11.1,10.6,10.3,NA,10.2,NA,9.7,NA,9.2,NA,8.8,NA,8.6,NA,8.5,NA,8.1,NA,8.1,NA,NA,8.1,NA,7.9,NA,NA,7.9,NA,7.9,NA,7.8,NA,7.9,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1991-06-28,"230",NA,22.7,22.6,22.6,NA,NA,22.5,NA,22.4,NA,22.3,NA,22.3,NA,22.3,18.8,18.1,17.1,16.6,NA,16,NA,15,NA,12.4,12.1,11.9,11.5,11.3,11,NA,10.5,NA,10,NA,9.9,9.7,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1991-07-30,"200",NA,23.5,23.5,23.3,NA,NA,23.2,NA,23.1,NA,23.1,NA,22.9,NA,22.6,22.2,21.7,20.9,20.6,NA,19.4,NA,17.8,NA,15.6,14.2,12.9,11.7,11,10.5,NA,10,NA,9.7,NA,9.5,NA,9.4,NA,9.3,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1991-07-30,"210",NA,23.2,23.2,23.2,NA,NA,23.1,NA,23.1,NA,23,NA,22.9,NA,22.9,22.2,21.7,20.7,19.6,NA,19,NA,17.4,NA,15.9,14.6,13.5,11.9,11.3,10.7,10.3,10.2,NA,9.8,NA,9.4,NA,9,NA,8.7,NA,8.6,NA,8.5,NA,NA,8.4,NA,8.2,NA,NA,8.1,NA,8.1,NA,8,NA,7.9,NA,7.8,NA,7.8,NA,7.8,NA,7.8,NA,7.7,NA,NA,NA,"LMP do temp 2015"
1991-07-30,"230",NA,23,23,23,NA,NA,23,NA,22.9,NA,22.9,NA,22.9,NA,22.7,22.6,21.8,21.1,20.2,NA,19.5,NA,18.3,NA,16.1,15.6,14,13.5,NA,12.6,NA,11.4,NA,10.5,NA,10,9.9,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1991-08-27,"200",NA,21.9,21.9,21.9,NA,NA,21.8,NA,21.8,NA,21.8,NA,21.8,NA,21.8,NA,21.7,NA,21.7,NA,NA,NA,21.5,NA,19.8,18.6,15.2,13.1,12.1,11.9,11.6,11.3,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
1991-08-27,"210",NA,21.6,21.6,21.6,NA,NA,21.6,NA,21.5,NA,21.5,NA,21.4,NA,21.3,NA,21.3,NA,21.2,NA,NA,NA,20.2,NA,19.6,18.8,16,13,12.5,12.3,12.1,11.7,NA,10.7,NA,10.2,NA,9.8,NA,9.3,NA,9.1,NA,8.9,NA,NA,8.8,NA,8.8,NA,NA,8.6,NA,8.5,NA,8.4,NA,8.4,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LMP do temp 2015"
